Timestamp,CPU usage_MHZ,CPU usage_%,Memory usage_KB,Memory usage_%,Disk read throughput_KB/s,Disk write throughput_KB/s,Network received throughput_KB/s,Network transmitted throughput_KB/s
8/4/2015 6:00,183,5.11,763154,36.39,16,4530,11,35
8/4/2015 7:00,3209,22.34,6089290,72.59,143,1167,11,35
8/4/2015 8:00,1214,8.45,4227020,50.39,34,94,11,35
8/4/2015 9:00,2753,19.16,3393192,40.45,2077,8570,11,36
8/4/2015 10:00,2609,18.16,6408058,76.39,287,271,1,1
8/4/2015 11:00,103,2.89,691850,32.99,117,4073,1,1
8/4/2015 12:00,150,4.19,1228721,58.59,917,3754,1,0
8/4/2015 13:00,1930,13.44,4332716,51.65,595,746,1,0
8/4/2015 14:00,3354,23.35,4718592,56.25,254,1471,12,5
8/4/2015 15:00,1466,10.2,3857921,45.99,5,459,0,0
8/4/2015 16:00,102,2.86,841377,40.12,4,3496,1,6
8/4/2015 17:00,1888,13.14,6116973,72.92,253,327,1,0
8/4/2015 18:00,111,3.1,914149,43.59,14,4310,1,0
8/4/2015 19:00,1284,60.24,1195167,56.99,5929,7708,14,6
8/4/2015 20:00,106,2.97,691850,32.99,122,6298,0,0
8/4/2015 21:00,194,5.43,651166,31.05,50,3375,1,3
8/4/2015 22:00,2481,17.27,7062369,84.19,1600,141,1,2
8/4/2015 23:00,100,2.81,742182,35.39,4,7811,0,0
8/5/2015 0:00,93,2.6,662490,31.59,6,7793,7,232
8/5/2015 1:00,137,3.83,968674,46.19,755,4116,1,1
8/5/2015 2:00,86,2.41,834457,39.79,3,2061,1,1
8/5/2015 3:00,90,2.51,656828,31.32,7,7863,1,5
8/5/2015 4:00,1551,10.79,4076025,48.59,393,823,1,1
8/5/2015 5:00,192,5.37,1305477,62.25,2722,4843,34,22
8/5/2015 6:00,97,2.71,670879,31.99,4,7867,11,35
8/5/2015 7:00,98,2.75,1023200,48.79,7,2855,1,5
8/5/2015 8:00,101,2.84,705692,33.65,9,5467,1,1
8/5/2015 9:00,1160,8.07,5798206,69.12,52,60,1,1
8/5/2015 10:00,179,5,701497,33.45,8,699,1,1
8/5/2015 11:00,92,2.59,735052,35.05,5,7857,1,1
8/5/2015 12:00,98,2.74,1049625,50.05,6,7837,1,1
8/5/2015 13:00,1597,11.11,3992139,47.59,480,181,11,36
8/5/2015 14:00,92,2.57,654102,31.19,1,7849,1,1
8/5/2015 15:00,93,2.6,788319,37.59,4,7834,11,35
8/5/2015 16:00,102,2.86,696045,33.19,4,4310,1,0
8/5/2015 17:00,1640,11.41,5418202,64.59,760,288,11,35
8/5/2015 18:00,2294,15.97,4707687,56.12,464,472,18,42
8/5/2015 19:00,3279,22.82,5283984,62.99,1726,2493,11,36
8/5/2015 20:00,4770,33.2,5032326,59.99,396,2534,1,1
8/5/2015 21:00,4494,31.28,4556692,54.32,48,325,1,1
8/5/2015 22:00,97,2.71,714080,34.05,1,3585,1,5
8/5/2015 23:00,3369,23.45,5423235,64.65,184,518,1,12
8/6/2015 0:00,102,2.87,809291,38.59,8,5126,1,5
8/6/2015 1:00,114,3.19,740714,35.32,16,3094,0,0
8/6/2015 2:00,317,8.84,1360003,64.85,5684,4836,20,41
8/6/2015 3:00,147,4.11,859623,40.99,2066,7918,0,0
8/6/2015 4:00,104,2.92,687656,32.79,6,6046,1,1
8/6/2015 5:00,1404,9.77,2163422,25.79,1,41,1,1
8/6/2015 6:00,1155,8.04,1542665,18.39,0,305,1,1
8/6/2015 7:00,200,5.57,939314,44.79,3262,497,1,1
8/6/2015 8:00,122,3.42,663749,31.65,4,742,0,0
8/6/2015 9:00,96,2.7,747635,35.65,4,4437,5,2
8/6/2015 10:00,123,3.43,932184,44.45,365,4417,4,2
8/6/2015 11:00,93,2.62,648439,30.92,8,7835,1,1
8/6/2015 12:00,4457,31.02,4931663,58.79,358,2048,11,35
8/6/2015 13:00,93,2.6,742182,35.39,3,7830,0,0
8/6/2015 14:00,2379,16.55,4680004,55.79,324,460,11,35
8/6/2015 15:00,1427,9.93,2990539,35.65,13014,141,0,0
8/6/2015 16:00,585,4.07,1245708,14.85,2,11,11,35
8/6/2015 17:00,1470,10.23,4131389,49.25,211,290,1,1
8/6/2015 18:00,1196,8.33,4450156,53.05,45,47,1,1
8/6/2015 19:00,189,5.27,1150288,54.85,2795,2793,11,35
8/6/2015 20:00,4818,33.54,4858682,57.92,9972,3656,1,1
8/6/2015 21:00,153,4.27,1010618,48.19,787,2170,1,1
8/6/2015 22:00,98,2.75,691850,32.99,3,4953,1,1
8/6/2015 23:00,2803,19.51,4227020,50.39,4210,1136,11,35
8/7/2015 0:00,4089,28.46,3779068,45.05,741,771,1,1
8/7/2015 1:00,1270,8.84,3326083,39.65,0,96,1,2
8/7/2015 2:00,94,2.63,985452,46.99,6,7793,1,1
8/7/2015 3:00,100,2.79,992372,47.32,21,4452,1,1
8/7/2015 4:00,1221,8.5,1805228,21.52,7,98,1,1
8/7/2015 5:00,1372,9.54,4433379,52.85,3867,363,1,1
8/7/2015 6:00,6964,48.47,7112701,84.79,973,472,1,1
8/7/2015 7:00,3241,22.56,5283984,62.99,194,540,1,1
8/7/2015 8:00,1223,8.51,1894987,22.59,0,106,1,1
8/7/2015 9:00,139,3.89,847040,40.39,1,2397,11,35
8/7/2015 10:00,141,3.94,628936,29.99,3,1229,11,35
8/7/2015 11:00,148,4.14,1304219,62.19,1137,3891,11,35
8/7/2015 12:00,100,2.8,810549,38.65,4,7819,11,35
8/7/2015 13:00,789,5.49,2331194,27.79,0,141,11,35
8/7/2015 14:00,2404,16.73,3600390,42.92,32,251,11,35
8/7/2015 15:00,98,2.75,603770,28.79,2,7864,11,35
8/7/2015 16:00,223,6.23,1371328,65.39,3502,4340,1,1
8/7/2015 17:00,2476,17.23,3919158,46.72,41,343,1,1
8/7/2015 18:00,3398,23.65,5384648,64.19,2230,654,11,35
8/7/2015 19:00,1092,7.6,4025693,47.99,34,13,1,1
8/7/2015 20:00,111,3.12,665217,31.72,4,3558,1,1
8/7/2015 21:00,2831,19.7,4680004,55.79,82,547,1,1
8/7/2015 22:00,186,5.2,623274,29.72,2,3913,11,35
8/7/2015 23:00,2984,20.77,4215276,50.25,107,507,11,36
8/8/2015 0:00,105,2.94,803629,38.32,425,4620,11,35
8/8/2015 1:00,3037,21.14,4847777,57.79,406,798,1,1
8/8/2015 2:00,195,5.45,1455214,69.39,2977,3293,11,35
8/8/2015 3:00,196,5.47,1167065,55.65,5796,626,11,36
8/8/2015 4:00,2102,14.63,2828639,33.72,319,184,1,1
8/8/2015 5:00,167,4.67,961754,45.86,4792,7630,1,1
8/8/2015 6:00,108,3.02,853960,40.72,7,5044,1,1
8/8/2015 7:00,95,2.65,732325,34.92,3,3389,11,35
8/8/2015 8:00,1948,13.56,4970250,59.25,696,105,1,1
8/8/2015 9:00,4288,29.85,6122845,72.99,400,325,1,1
8/8/2015 10:00,1072,7.46,5955073,70.99,45,21,1,1
8/8/2015 11:00,88,2.47,662490,31.59,8,7856,11,36
8/8/2015 12:00,90,2.53,1122396,53.52,11,7767,1,1
8/8/2015 13:00,3091,21.52,4003044,47.72,965,1144,11,36
8/8/2015 14:00,164,4.57,981257,46.79,2152,2843,1,1
8/8/2015 15:00,170,4.76,868011,41.39,824,1283,0,0
8/8/2015 16:00,2428,16.9,6955834,82.92,37,86,1,0
8/8/2015 17:00,5241,36.48,5938296,70.79,4672,217,21,9
8/8/2015 18:00,4798,33.4,6737730,80.32,13018,3175,1,0
8/8/2015 19:00,4019,27.97,7246918,86.39,1348,457,1,0
8/8/2015 20:00,2961,20.61,3594518,42.85,2124,718,2,2
8/8/2015 21:00,121,3.38,985452,46.99,352,4428,1,5
8/8/2015 22:00,1676,11.66,3505599,41.79,992,98,1,0
8/8/2015 23:00,3152,21.94,5200098,61.99,37,470,1,1
8/9/2015 0:00,94,2.64,979789,46.72,6,7778,11,35
8/9/2015 1:00,96,2.69,737988,35.19,6,3044,18,40
8/9/2015 2:00,1253,8.72,3801717,45.32,65,67,20,8
8/9/2015 3:00,147,4.11,965738,46.05,1,1035,6,12
8/9/2015 4:00,1931,13.44,4696782,55.99,101,282,1,0
8/9/2015 5:00,99,2.77,943509,44.99,4,2941,11,36
8/9/2015 6:00,94,2.64,742182,35.39,354,2183,11,35
8/9/2015 7:00,2366,16.47,5054136,60.25,70,294,0,0
8/9/2015 8:00,95,2.67,758959,36.19,1,3809,1,3
8/9/2015 9:00,1450,10.09,4550820,54.25,1461,1164,1,1
8/9/2015 10:00,1195,8.32,2280863,27.19,6,413,11,35
8/9/2015 11:00,831,5.78,3952712,47.12,0,136,1,1
8/9/2015 12:00,1842,12.82,4534882,54.06,1279,589,11,35
8/9/2015 13:00,152,4.26,1167065,55.65,663,1947,11,35
8/9/2015 14:00,91,2.55,693109,33.05,4,7780,0,0
8/9/2015 15:00,1339,9.32,4059247,48.39,39,103,0,0
8/9/2015 16:00,98,2.74,986710,47.05,9,2592,11,35
8/9/2015 17:00,89,2.5,626000,29.85,2,7769,11,36
8/9/2015 18:00,657,4.57,2084569,24.85,146,142,24,47
8/9/2015 19:00,123,3.45,897371,42.79,5,3577,11,35
8/9/2015 20:00,100,2.8,981257,46.79,7,5493,11,35
8/9/2015 21:00,1278,8.89,3510632,41.85,80,101,11,35
8/9/2015 22:00,131,3.65,1290168,61.52,1890,7731,11,35
8/9/2015 23:00,1217,8.47,1514144,18.05,0,101,11,35
8/10/2015 0:00,86,2.42,712822,33.99,4,7760,11,35
8/10/2015 1:00,145,4.05,683462,32.59,6,2628,11,35
8/10/2015 2:00,2849,19.83,4461900,53.19,109,288,0,0
8/10/2015 3:00,175,4.88,1041236,49.65,1053,621,11,36
8/10/2015 4:00,631,4.39,1564475,18.65,7,10,11,35
8/10/2015 5:00,2607,18.15,3326083,39.65,85,235,11,35
8/10/2015 6:00,2211,15.39,2023332,24.12,35,242,11,35
8/10/2015 7:00,2647,18.42,4847777,57.79,474,460,1,1
8/10/2015 8:00,4545,31.63,6871948,81.92,110,102,11,35
8/10/2015 9:00,141,3.94,1098698,52.39,1078,4067,11,35
8/10/2015 10:00,160,4.48,891709,42.52,1347,1781,1,5
8/10/2015 11:00,3664,25.51,4617929,55.05,146,547,1,1
8/10/2015 12:00,93,2.59,1027395,48.99,8,2374,1,1
8/10/2015 13:00,237,6.62,890241,42.45,4,468,11,35
8/10/2015 14:00,168,4.71,837183,39.92,1098,3418,11,35
8/10/2015 15:00,2552,17.76,3175088,37.85,5832,977,11,35
8/10/2015 16:00,2678,18.64,5026454,59.92,56,270,11,35
8/10/2015 17:00,2795,19.46,4137261,49.32,98,275,11,35
8/10/2015 18:00,1219,8.48,1609774,19.19,1,200,11,35
8/10/2015 19:00,1251,8.71,1626551,19.39,0,577,11,35
8/10/2015 20:00,3329,23.17,5473567,65.25,75,320,11,35
8/10/2015 21:00,90,2.53,466616,22.25,1,2093,1,1
8/10/2015 22:00,87,2.45,691850,32.99,1,7742,11,35
8/10/2015 23:00,94,2.63,290456,13.85,27,7747,1,1
8/11/2015 0:00,3343,23.26,5512993,65.72,74,447,1,1
8/11/2015 1:00,97,2.73,799434,38.12,205,7759,11,35
8/11/2015 2:00,92,2.59,729599,34.79,2,7739,11,36
8/11/2015 3:00,1363,9.48,3952712,47.12,3,470,11,36
8/11/2015 4:00,1210,8.42,3102946,36.99,4,105,11,35
8/11/2015 5:00,2806,19.53,4450156,53.05,84,610,1,1
8/11/2015 6:00,183,5.12,1010618,48.19,2576,7346,7,3
8/11/2015 7:00,118,3.31,1080453,51.52,1804,7887,1,1
8/11/2015 8:00,95,2.65,1032847,49.25,1,4105,1,1
8/11/2015 9:00,132,3.68,763154,36.39,16,1119,1,0
8/11/2015 10:00,2175,99.63,1390831,66.32,17428,7712,1,0
8/11/2015 11:00,3321,23.12,5082658,60.59,444,1475,0,0
8/11/2015 12:00,4316,30.04,5804078,69.19,339,1183,1,1
8/11/2015 13:00,153,4.26,458228,21.85,4,1464,1,1
8/11/2015 14:00,685,32.18,646971,30.85,2968,7607,1,3
8/11/2015 15:00,116,3.25,733794,34.99,8,2793,1,0
8/11/2015 16:00,1266,8.81,3992139,47.59,82,45,1,1
8/11/2015 17:00,209,5.84,965738,46.05,6,1751,11,36
8/11/2015 18:00,87,2.45,624742,29.79,1,7734,1,1
8/11/2015 19:00,93,2.62,711354,33.92,8,7729,0,0
8/11/2015 20:00,96,2.69,930926,44.39,1,4155,11,35
8/11/2015 21:00,110,3.08,1224527,58.39,1,2947,0,0
8/11/2015 22:00,105,2.95,619079,29.52,134,4979,11,35
8/11/2015 23:00,131,3.66,813485,38.79,2,3442,11,35
8/12/2015 0:00,1249,8.69,2482189,29.59,10,357,11,35
8/12/2015 1:00,723,33.92,1681706,80.19,972,7493,1,2
8/12/2015 2:00,94,2.64,675073,32.19,8,3086,1,1
8/12/2015 3:00,144,4.04,879126,41.92,83,726,1,1
8/12/2015 4:00,137,3.82,981257,46.79,895,3515,1,1
8/12/2015 5:00,110,3.08,796708,37.99,935,7697,11,35
8/12/2015 6:00,118,3.3,1027395,48.99,1412,7736,1,1
8/12/2015 7:00,98,2.74,652634,31.12,4,4953,11,35
8/12/2015 8:00,3194,22.23,5921518,70.59,59,1506,1,1
8/12/2015 9:00,163,4.55,1136447,54.19,1331,2297,1,1
8/12/2015 10:00,99,2.79,616353,29.39,3,4005,11,35
8/12/2015 11:00,98,2.75,817680,38.99,5,3664,11,35
8/12/2015 12:00,798,5.55,1654233,19.72,6,323,1,1
8/12/2015 13:00,89,2.49,1003487,47.85,2,7706,11,36
8/12/2015 14:00,670,4.66,5015549,59.79,9,163,11,35
8/12/2015 15:00,109,3.06,712822,33.99,9,5744,2,32
8/12/2015 16:00,196,5.48,666685,31.79,2,1787,1,1
8/12/2015 17:00,85,2.39,683462,32.59,1,7701,11,35
8/12/2015 18:00,84,2.37,863817,41.19,2,7705,11,35
8/12/2015 19:00,736,5.12,1727214,20.59,13,24,1,1
8/12/2015 20:00,3243,22.57,5585974,66.59,4969,10652,11,35
8/12/2015 21:00,207,5.79,1080453,51.52,1529,1079,11,35
8/12/2015 22:00,193,5.4,975595,46.52,4095,7586,1,1
8/12/2015 23:00,167,4.66,623274,29.72,3,641,11,35
8/13/2015 0:00,2729,18.99,4405697,52.52,1434,358,1,1
8/13/2015 1:00,224,6.26,1175454,56.05,5325,509,11,35
8/13/2015 2:00,2693,18.74,4483711,53.45,658,2915,11,35
8/13/2015 3:00,93,2.61,712822,33.99,168,1737,11,35
8/13/2015 4:00,133,3.73,1195167,56.99,320,1475,11,35
8/13/2015 5:00,3750,26.1,7459150,88.92,153,394,5,6
8/13/2015 6:00,2652,18.46,6480200,77.25,395,323,0,0
8/13/2015 7:00,2715,18.89,4092802,48.79,137,351,1,1
8/13/2015 8:00,1100,7.66,3231292,38.52,0,92,1,0
8/13/2015 9:00,94,2.63,805097,38.39,7,7696,25,15
8/13/2015 10:00,690,4.8,5959267,35.52,21,170,1,0
8/13/2015 11:00,87,2.44,868011,41.39,13,7762,0,0
8/13/2015 12:00,97,2.71,234671,11.19,3,5189,0,0
8/13/2015 13:00,94,2.65,996567,47.52,10,7712,1,24
8/13/2015 14:00,164,4.57,797966,38.05,3,1729,1,2
8/13/2015 15:00,91,2.55,708628,33.79,5,7704,1,4
8/13/2015 16:00,240,6.7,1031589,49.19,5269,51,0,0
8/13/2015 17:00,119,3.32,566021,26.99,11,2656,1,0
8/13/2015 18:00,94,2.64,1072064,51.12,1,7929,0,0
8/13/2015 19:00,106,2.97,1041236,49.65,2,4384,1,0
8/13/2015 20:00,1143,7.96,3007316,35.85,0,93,46,18
8/13/2015 21:00,97,2.73,935120,44.59,7,5347,1,0
8/13/2015 22:00,2416,16.81,4148167,49.45,304,148,1,0
8/13/2015 23:00,177,4.93,1090309,51.99,2217,4736,1,0
8/14/2015 0:00,102,2.87,782657,37.32,5,7706,1,0
8/14/2015 1:00,85,2.4,690382,32.92,11,7683,1,2
8/14/2015 2:00,2327,16.2,1838783,21.92,7,248,26,20
8/14/2015 3:00,93,2.61,605028,28.85,7,7698,1,0
8/14/2015 4:00,3157,21.97,4517265,53.85,723,512,9,2
8/14/2015 5:00,129,3.63,691850,32.99,5,1820,1,1
8/14/2015 6:00,1568,10.91,5921518,70.59,73,47,1,5
8/14/2015 7:00,94,2.64,620547,29.59,3,7637,1,1
8/14/2015 8:00,2679,18.65,2134901,25.45,50,284,1,1
8/14/2015 9:00,127,3.56,711354,33.92,10,2731,1,1
8/14/2015 10:00,135,3.79,690382,32.92,720,4375,1,1
8/14/2015 11:00,173,4.85,879126,41.92,4272,5027,1,1
8/14/2015 12:00,3073,21.39,4791573,57.12,136,3798,1,1
8/14/2015 13:00,82,2.31,1108345,52.85,2,7675,11,36
8/14/2015 14:00,129,3.6,767348,36.59,5,1732,1,5
8/14/2015 15:00,1131,7.87,3388159,40.39,60,103,11,35
8/14/2015 16:00,86,2.4,694577,33.12,1,7670,11,35
8/14/2015 17:00,96,2.69,670879,31.99,5,4034,11,40
8/14/2015 18:00,2316,16.12,3505599,41.79,136,607,1,1
8/14/2015 19:00,3132,21.8,4819255,57.45,102,1313,1,1
8/14/2015 20:00,4295,29.9,5636306,67.19,348,221,1,1
8/14/2015 21:00,104,2.9,746376,35.59,4,5287,11,35
8/14/2015 22:00,2997,20.86,5361998,63.92,1973,861,10,8
8/14/2015 23:00,1273,8.86,3197737,38.12,5,802,11,35
8/15/2015 0:00,101,2.83,851234,40.59,6,2968,1,1
8/15/2015 1:00,2431,16.92,3035837,36.19,41,75,1,1
8/15/2015 2:00,1279,8.9,4076025,48.59,26,60,11,36
8/15/2015 3:00,4625,32.2,5093563,60.72,77,2304,1,1
8/15/2015 4:00,4264,29.68,5574230,66.45,49,389,1,1
8/15/2015 5:00,1787,12.44,4445124,52.99,146,508,11,35
8/15/2015 6:00,3121,21.73,4663227,55.59,61,2174,11,35
8/15/2015 7:00,2378,16.56,4143133,49.39,323,166,1,1
8/15/2015 8:00,98,2.74,614885,29.32,6,7680,11,35
8/15/2015 9:00,94,2.62,672137,32.05,6,7626,11,35
8/15/2015 10:00,3026,21.06,5703414,67.99,584,1296,1,1
8/15/2015 11:00,90,2.52,658296,31.39,5,7667,11,35
8/15/2015 12:00,2455,17.09,2509872,29.92,77,247,1,1
8/15/2015 13:00,1393,9.69,6100196,72.72,2424,190,11,35
8/15/2015 14:00,93,2.62,1139173,54.32,6,1174,11,36
8/15/2015 15:00,1502,10.46,2868065,34.19,133,191,11,35
8/15/2015 16:00,3970,27.63,7230141,86.19,446,6992,1,1
8/15/2015 17:00,1426,9.92,2800956,33.39,454,505,11,35
8/15/2015 18:00,126,3.52,582799,27.79,5,2201,1,1
8/15/2015 19:00,2333,16.24,3885603,46.32,319,210,1,1
8/15/2015 20:00,90,2.52,806355,38.45,6,7670,1,1
8/15/2015 21:00,128,3.59,1014812,48.39,1371,4173,1,1
8/15/2015 22:00,3697,25.73,5686637,67.79,69,311,11,39
8/15/2015 23:00,4969,34.59,6710047,79.99,148,764,11,35
8/16/2015 0:00,3320,23.11,4774796,56.92,2062,761,1,1
8/16/2015 1:00,96,2.67,700239,33.39,3,7680,11,35
8/16/2015 2:00,147,4.12,717016,34.19,3,436,1,1
8/16/2015 3:00,2570,17.88,2873098,34.25,2366,628,11,35
8/16/2015 4:00,4026,28.02,5742002,68.45,11883,8100,1,1
8/16/2015 5:00,96,2.69,570216,27.19,4,7657,1,1
8/16/2015 6:00,2897,20.17,5557453,66.25,109,419,11,35
8/16/2015 7:00,3843,26.75,6815744,81.25,109,254,42,22
8/16/2015 8:00,189,5.27,686188,32.72,9,2942,11,35
8/16/2015 9:00,185,5.16,744908,35.52,7,1319,1,1
8/16/2015 10:00,225,6.29,835715,39.85,42,2301,11,35
8/16/2015 11:00,2086,14.52,4428346,52.79,61,176,11,35
8/16/2015 12:00,99,2.76,729599,34.79,5,7666,11,35
8/16/2015 13:00,2291,15.94,4210242,50.19,296,178,11,35
8/16/2015 14:00,3113,21.66,5166544,61.59,56,71,11,35
8/16/2015 15:00,1473,10.25,5015549,59.79,2232,669,1,1
8/16/2015 16:00,1464,10.19,3589485,42.79,19,121,11,35
8/16/2015 17:00,121,3.37,595381,28.39,1,3546,1,1
8/16/2015 18:00,1548,10.77,3740480,44.59,413,200,11,36
8/16/2015 19:00,3135,21.82,5116212,60.99,37,955,11,36
8/16/2015 20:00,183,5.11,736520,35.12,2,8,11,36
8/16/2015 21:00,97,2.7,712822,33.99,6,7646,11,35
8/16/2015 22:00,94,2.62,607964,28.99,4,2626,1,1
8/16/2015 23:00,123,3.43,486330,23.19,7,2656,1,1
8/17/2015 0:00,109,3.05,764412,36.45,659,4749,1,1
8/17/2015 1:00,2991,20.81,5322572,63.45,423,172,11,36
8/17/2015 2:00,2676,18.63,4724464,56.32,582,768,1,1
8/17/2015 3:00,1162,8.09,3544187,42.25,77,86,1,5
8/17/2015 4:00,168,4.7,733794,34.99,826,3911,1,1
8/17/2015 5:00,1227,8.54,1984745,23.66,0,590,1,1
8/17/2015 6:00,92,2.57,944767,45.05,123,7674,1,1
8/17/2015 7:00,2542,17.69,4802478,57.25,1008,220,1,0
8/17/2015 8:00,221,6.18,1360003,64.85,1318,531,1,0
8/17/2015 9:00,100,2.8,679268,32.39,7,7644,1,1
8/17/2015 10:00,2686,18.69,5825888,69.45,765,755,1,2
8/17/2015 11:00,3878,26.99,7146255,85.19,742,746,1,0
8/17/2015 12:00,141,3.93,711354,33.92,1,6280,11,35
8/17/2015 13:00,87,2.45,616353,29.39,1,7613,1,1
8/17/2015 14:00,454,12.65,511495,24.39,18078,6960,1,5
8/17/2015 15:00,1609,11.2,6693270,79.79,394,2129,1,1
8/17/2015 16:00,1211,8.43,1894987,22.59,0,98,11,35
8/17/2015 17:00,86,2.4,666685,31.79,20,7615,11,36
8/17/2015 18:00,100,2.78,758959,36.19,2,7626,1,1
8/17/2015 19:00,2031,14.14,5138022,61.25,17,157,1,1
8/17/2015 20:00,1181,8.22,3908252,46.59,151,90,1,2
8/17/2015 21:00,85,2.37,698771,33.32,2,7605,0,0
8/17/2015 22:00,1489,10.36,1911764,22.79,3,178,1,19
8/17/2015 23:00,93,2.6,757491,36.12,107,7603,1,16
8/18/2015 0:00,112,3.13,930926,44.39,14,7603,1,1
8/18/2015 1:00,92,2.58,805097,38.39,2,7608,1,1
8/18/2015 2:00,4050,28.19,4841905,57.72,751,3018,11,35
8/18/2015 3:00,2551,17.76,4953473,59.05,1165,4614,11,36
8/18/2015 4:00,102,2.86,743440,35.45,281,7550,0,0
8/18/2015 5:00,95,2.68,714080,34.05,6,7576,1,1
8/18/2015 6:00,1473,10.25,5087691,60.65,381,187,11,35
8/18/2015 7:00,103,2.89,673605,32.12,83,4238,11,35
8/18/2015 8:00,922,6.41,2851288,33.99,21,8,1,1
8/18/2015 9:00,184,5.15,1031589,49.19,2523,2836,11,35
8/18/2015 10:00,88,2.47,844104,40.25,215,7526,1,1
8/18/2015 11:00,3463,24.1,4567597,54.45,368,684,1,1
8/18/2015 12:00,2586,18,3757258,44.79,71,559,11,35
8/18/2015 13:00,2978,20.73,4690909,55.92,125,597,11,35
8/18/2015 14:00,605,4.21,1358116,16.19,33,14,1,1
8/18/2015 15:00,2452,17.07,3214515,38.32,24,449,1,1
8/18/2015 16:00,95,2.67,691850,32.99,3,7603,11,35
8/18/2015 17:00,99,2.78,663749,31.65,1,5072,1,1
8/18/2015 18:00,94,2.62,645713,30.79,6,7592,1,1
8/18/2015 19:00,2924,20.35,7184843,85.65,7313,1392,11,35
8/18/2015 20:00,148,4.14,784125,37.39,3,1119,11,35
8/18/2015 21:00,4739,32.99,5781428,68.92,1569,651,11,35
8/18/2015 22:00,1147,7.98,3214515,38.32,45,84,4,9
8/18/2015 23:00,108,3.01,974127,46.45,331,1393,11,36
8/19/2015 0:00,1653,11.5,2118124,25.25,518,409,11,35
8/19/2015 1:00,1850,12.87,2744753,32.72,24,191,1,1
8/19/2015 2:00,92,2.59,721211,34.39,2,7549,1,1
8/19/2015 3:00,100,2.8,775737,36.99,460,7552,1,1
8/19/2015 4:00,4613,32.11,7268729,86.65,756,1300,1,2
8/19/2015 5:00,192,5.36,1250951,59.65,3298,7510,1,1
8/19/2015 6:00,2096,14.59,3908252,46.59,12,149,11,35
8/19/2015 7:00,2887,20.09,7224269,86.12,237,319,11,36
8/19/2015 8:00,123,3.45,620547,29.59,5,2911,0,0
8/19/2015 9:00,2279,15.87,6094324,72.65,34,73,0,0
8/19/2015 10:00,101,2.83,739246,35.25,5,4308,0,0
8/19/2015 11:00,97,2.72,974337,46.46,0,2465,1,0
8/19/2015 12:00,1201,8.36,1855560,22.12,2,87,0,0
8/19/2015 13:00,135,3.77,901566,42.99,799,3690,1,1
8/19/2015 14:00,98,2.75,746376,35.59,5,4379,11,35
8/19/2015 15:00,1246,8.67,4202692,25.05,114,642,44,22
8/19/2015 16:00,94,2.64,950429,45.32,4,2213,60,82
8/19/2015 17:00,223,6.24,633130,30.19,2,1225,1,1
8/19/2015 18:00,262,7.31,493250,23.52,6581,749,1,1
8/19/2015 19:00,4798,33.4,4881331,58.19,153,336,11,36
8/19/2015 20:00,186,5.19,1069338,50.99,1943,1601,11,35
8/19/2015 21:00,92,2.59,677800,32.32,12,7446,1,5
8/19/2015 22:00,1091,7.6,3539154,42.19,26,93,9,9
8/19/2015 23:00,109,3.06,824600,39.32,927,4391,11,35
8/20/2015 0:00,97,2.71,821874,39.19,4,7565,11,39
8/20/2015 1:00,1567,10.91,2940207,35.05,327,90,5,8
8/20/2015 2:00,100,2.8,956092,45.59,2,7508,1,2
8/20/2015 3:00,86,2.42,872206,41.59,11,7544,11,50
8/20/2015 4:00,2048,14.26,7079146,84.39,95,71,11,35
8/20/2015 5:00,107,3,1132252,53.99,149,1326,1,1
8/20/2015 6:00,3036,21.13,4970250,59.25,793,539,1,1
8/20/2015 7:00,3290,22.9,5356126,63.85,60,273,1,1
8/20/2015 8:00,4424,30.79,4439251,52.92,1577,1020,11,35
8/20/2015 9:00,2203,15.33,2258213,26.92,5,240,1,1
8/20/2015 10:00,315,8.79,951897,45.39,13657,7100,1,1
8/20/2015 11:00,94,2.62,656828,31.32,185,7528,1,1
8/20/2015 12:00,1218,57.15,1024459,48.85,1114,7088,1,1
8/20/2015 13:00,5694,39.64,6642939,79.19,20413,4262,11,35
8/20/2015 14:00,4907,34.15,6307395,75.19,483,597,11,35
8/20/2015 15:00,1223,8.51,3404936,40.59,65,597,1,1
8/20/2015 16:00,4064,28.29,6710047,79.99,489,668,1,1
8/20/2015 17:00,1455,10.13,5317539,63.39,1056,232,11,35
8/20/2015 18:00,1587,11.04,2772435,33.05,1,104,1,1
8/20/2015 19:00,1227,8.54,3824366,45.59,80,138,1,1
8/20/2015 20:00,85,2.39,585525,27.92,7,7535,11,36
8/20/2015 21:00,1713,11.92,2140773,25.52,2,349,11,36
8/20/2015 22:00,2917,20.3,3281623,39.12,1134,7327,11,36
8/20/2015 23:00,1238,8.61,3482950,41.52,0,554,11,36
8/21/2015 0:00,2809,19.55,4227020,50.39,62,257,11,36
8/21/2015 1:00,3569,24.84,7425596,88.52,707,974,1,1
8/21/2015 2:00,1220,8.49,1643328,19.59,0,112,1,1
8/21/2015 3:00,1139,7.93,4103707,48.92,30,59,1,1
8/21/2015 4:00,90,2.51,951897,45.39,106,753,0,0
8/21/2015 5:00,934,6.5,3539154,42.19,34,325,1,1
8/21/2015 6:00,87,2.45,649907,30.99,5,7526,1,5
8/21/2015 7:00,632,4.4,1379926,16.45,1,10,0,0
8/21/2015 8:00,3035,21.12,7263695,86.59,290,327,1,0
